*************
Phase: 1 	Variable: T 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 3.16182964E-03 1.00000000E+00
*************
Phase: 1 	Variable: Qe 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 4.36962582E-01 2.38569000E+00
*************
Phase: 1 	Variable: dQe 	Node: 1 
*************
          lb           xc           ub
2.00000000E-01 2.02515906E-01 1.00000000E+00
-1.00000000E-01 -8.28588839E-02 1.00000000E-01
-5.00000000E-01 -6.72336726E-02 5.00000000E-01
-5.00000000E-01 -1.71528633E-01 5.00000000E-01
-5.00000000E-01 1.23371771E-01 5.00000000E-01
-5.00000000E-01 -4.65546455E-01 5.00000000E-01
-1.20000000E+01 2.45697519E-05 1.20000000E+01
-1.20000000E+01 -6.78059450E-05 1.20000000E+01
-1.20000000E+01 4.88650062E-06 1.20000000E+01
-1.20000000E+01 -3.11891875E-01 1.20000000E+01
-1.20000000E+01 1.65003745E+00 1.20000000E+01
-1.20000000E+01 5.68693587E-02 1.20000000E+01
-1.20000000E+01 -1.37115232E+00 1.20000000E+01
-1.20000000E+01 7.08218576E-02 1.20000000E+01
-1.20000000E+01 1.97372882E+00 1.20000000E+01
-1.20000000E+01 -9.78183795E-02 1.20000000E+01
-1.20000000E+01 -8.03338564E-01 1.20000000E+01
-1.20000000E+01 2.41486963E-01 1.20000000E+01
-1.20000000E+01 -6.05626696E-01 1.20000000E+01
-1.20000000E+01 3.45334987E-01 1.20000000E+01
-1.20000000E+01 1.27543275E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 2 
*************
          lb           xc           ub
2.00000000E-01 2.02825960E-01 1.00000000E+00
-1.00000000E-01 -8.28948325E-02 1.00000000E-01
-5.00000000E-01 -6.70608744E-02 5.00000000E-01
-5.00000000E-01 -1.71779527E-01 5.00000000E-01
-5.00000000E-01 1.22205240E-01 5.00000000E-01
-5.00000000E-01 -4.65646251E-01 5.00000000E-01
-1.20000000E+01 2.33722051E-05 1.20000000E+01
-1.20000000E+01 -6.23079581E-05 1.20000000E+01
-1.20000000E+01 3.78520462E-06 1.20000000E+01
-1.20000000E+01 -3.12338798E-01 1.20000000E+01
-1.20000000E+01 1.65412540E+00 1.20000000E+01
-1.20000000E+01 5.68797202E-02 1.20000000E+01
-1.20000000E+01 -1.36971928E+00 1.20000000E+01
-1.20000000E+01 7.03548209E-02 1.20000000E+01
-1.20000000E+01 1.97196928E+00 1.20000000E+01
-1.20000000E+01 -9.78919126E-02 1.20000000E+01
-1.20000000E+01 -8.01681514E-01 1.20000000E+01
-1.20000000E+01 2.41857988E-01 1.20000000E+01
-1.20000000E+01 -6.02373122E-01 1.20000000E+01
-1.20000000E+01 3.45476132E-01 1.20000000E+01
-1.20000000E+01 1.27117129E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 3 
*************
          lb           xc           ub
2.00000000E-01 2.03074882E-01 1.00000000E+00
-1.00000000E-01 -8.29362945E-02 1.00000000E-01
-5.00000000E-01 -6.68470612E-02 5.00000000E-01
-5.00000000E-01 -1.72073715E-01 5.00000000E-01
-5.00000000E-01 1.21446155E-01 5.00000000E-01
-5.00000000E-01 -4.65615754E-01 5.00000000E-01
-1.20000000E+01 2.31578603E-05 1.20000000E+01
-1.20000000E+01 -5.71681283E-05 1.20000000E+01
-1.20000000E+01 2.98526947E-06 1.20000000E+01
-1.20000000E+01 -3.12810640E-01 1.20000000E+01
-1.20000000E+01 1.65869328E+00 1.20000000E+01
-1.20000000E+01 5.69062037E-02 1.20000000E+01
-1.20000000E+01 -1.36834994E+00 1.20000000E+01
-1.20000000E+01 6.97105965E-02 1.20000000E+01
-1.20000000E+01 1.97021534E+00 1.20000000E+01
-1.20000000E+01 -9.79665457E-02 1.20000000E+01
-1.20000000E+01 -7.99570423E-01 1.20000000E+01
-1.20000000E+01 2.42272838E-01 1.20000000E+01
-1.20000000E+01 -5.98128022E-01 1.20000000E+01
-1.20000000E+01 3.45467308E-01 1.20000000E+01
-1.20000000E+01 1.26622804E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 4 
*************
          lb           xc           ub
2.00000000E-01 2.03330043E-01 1.00000000E+00
-1.00000000E-01 -8.29710887E-02 1.00000000E-01
-5.00000000E-01 -6.65672222E-02 5.00000000E-01
-5.00000000E-01 -1.72459752E-01 5.00000000E-01
-5.00000000E-01 1.20420849E-01 5.00000000E-01
-5.00000000E-01 -4.65301854E-01 5.00000000E-01
-1.20000000E+01 2.27229851E-05 1.20000000E+01
-1.20000000E+01 -5.14971397E-05 1.20000000E+01
-1.20000000E+01 2.12191873E-06 1.20000000E+01
-1.20000000E+01 -3.13374890E-01 1.20000000E+01
-1.20000000E+01 1.66451529E+00 1.20000000E+01
-1.20000000E+01 5.69505571E-02 1.20000000E+01
-1.20000000E+01 -1.36769753E+00 1.20000000E+01
-1.20000000E+01 6.86521157E-02 1.20000000E+01
-1.20000000E+01 1.96922463E+00 1.20000000E+01
-1.20000000E+01 -9.80435677E-02 1.20000000E+01
-1.20000000E+01 -7.96798973E-01 1.20000000E+01
-1.20000000E+01 2.42774297E-01 1.20000000E+01
-1.20000000E+01 -5.93310555E-01 1.20000000E+01
-1.20000000E+01 3.45143198E-01 1.20000000E+01
-1.20000000E+01 1.25973040E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 5 
*************
          lb           xc           ub
2.00000000E-01 2.03528966E-01 1.00000000E+00
-1.00000000E-01 -8.30130934E-02 1.00000000E-01
-5.00000000E-01 -6.62816825E-02 5.00000000E-01
-5.00000000E-01 -1.72852227E-01 5.00000000E-01
-5.00000000E-01 1.19324978E-01 5.00000000E-01
-5.00000000E-01 -4.64966232E-01 5.00000000E-01
-1.20000000E+01 2.15046803E-05 1.20000000E+01
-1.20000000E+01 -4.67886699E-05 1.20000000E+01
-1.20000000E+01 1.01131131E-06 1.20000000E+01
-1.20000000E+01 -3.13945700E-01 1.20000000E+01
-1.20000000E+01 1.67043717E+00 1.20000000E+01
-1.20000000E+01 5.69921882E-02 1.20000000E+01
-1.20000000E+01 -1.36707235E+00 1.20000000E+01
-1.20000000E+01 6.75627901E-02 1.20000000E+01
-1.20000000E+01 1.96826103E+00 1.20000000E+01
-1.20000000E+01 -9.81207549E-02 1.20000000E+01
-1.20000000E+01 -7.93973429E-01 1.20000000E+01
-1.20000000E+01 2.43285287E-01 1.20000000E+01
-1.20000000E+01 -5.88494133E-01 1.20000000E+01
-1.20000000E+01 3.44796652E-01 1.20000000E+01
-1.20000000E+01 1.25306440E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 6 
*************
          lb           xc           ub
2.00000000E-01 2.03761547E-01 1.00000000E+00
-1.00000000E-01 -8.30531463E-02 1.00000000E-01
-5.00000000E-01 -6.60391004E-02 5.00000000E-01
-5.00000000E-01 -1.73175952E-01 5.00000000E-01
-5.00000000E-01 1.17917666E-01 5.00000000E-01
-5.00000000E-01 -4.64838409E-01 5.00000000E-01
-1.20000000E+01 1.98520630E-05 1.20000000E+01
-1.20000000E+01 -4.16655960E-05 1.20000000E+01
-1.20000000E+01 -2.28964963E-07 1.20000000E+01
-1.20000000E+01 -3.14440570E-01 1.20000000E+01
-1.20000000E+01 1.67539866E+00 1.20000000E+01
-1.20000000E+01 5.70199200E-02 1.20000000E+01
-1.20000000E+01 -1.36579700E+00 1.20000000E+01
-1.20000000E+01 6.67894769E-02 1.20000000E+01
-1.20000000E+01 1.96656012E+00 1.20000000E+01
-1.20000000E+01 -9.81960140E-02 1.20000000E+01
-1.20000000E+01 -7.91623184E-01 1.20000000E+01
-1.20000000E+01 2.43729289E-01 1.20000000E+01
-1.20000000E+01 -5.84512723E-01 1.20000000E+01
-1.20000000E+01 3.44687548E-01 1.20000000E+01
-1.20000000E+01 1.24723969E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 7 
*************
          lb           xc           ub
2.00000000E-01 2.03951688E-01 1.00000000E+00
-1.00000000E-01 -8.31013305E-02 1.00000000E-01
-5.00000000E-01 -6.58160705E-02 5.00000000E-01
-5.00000000E-01 -1.73476073E-01 5.00000000E-01
-5.00000000E-01 1.17169799E-01 5.00000000E-01
-5.00000000E-01 -4.64787467E-01 5.00000000E-01
-1.20000000E+01 1.95239422E-05 1.20000000E+01
-1.20000000E+01 -3.65529935E-05 1.20000000E+01
-1.20000000E+01 -1.06050658E-06 1.20000000E+01
-1.20000000E+01 -3.14919094E-01 1.20000000E+01
-1.20000000E+01 1.68010022E+00 1.20000000E+01
-1.20000000E+01 5.70338713E-02 1.20000000E+01
-1.20000000E+01 -1.36441709E+00 1.20000000E+01
-1.20000000E+01 6.61133707E-02 1.20000000E+01
-1.20000000E+01 1.96476683E+00 1.20000000E+01
-1.20000000E+01 -9.82702353E-02 1.20000000E+01
-1.20000000E+01 -7.89434156E-01 1.20000000E+01
-1.20000000E+01 2.44150657E-01 1.20000000E+01
-1.20000000E+01 -5.80146607E-01 1.20000000E+01
-1.20000000E+01 3.44653708E-01 1.20000000E+01
-1.20000000E+01 1.24211460E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 8 
*************
          lb           xc           ub
2.00000000E-01 2.04165763E-01 1.00000000E+00
-1.00000000E-01 -8.31461895E-02 1.00000000E-01
-5.00000000E-01 -6.56149611E-02 5.00000000E-01
-5.00000000E-01 -1.73749987E-01 5.00000000E-01
-5.00000000E-01 1.16108741E-01 5.00000000E-01
-5.00000000E-01 -4.64808617E-01 5.00000000E-01
-1.20000000E+01 1.85193419E-05 1.20000000E+01
-1.20000000E+01 -3.14210454E-05 1.20000000E+01
-1.20000000E+01 -2.10149163E-06 1.20000000E+01
-1.20000000E+01 -3.15381618E-01 1.20000000E+01
-1.20000000E+01 1.68453471E+00 1.20000000E+01
-1.20000000E+01 5.70332565E-02 1.20000000E+01
-1.20000000E+01 -1.36296530E+00 1.20000000E+01
-1.20000000E+01 6.55394131E-02 1.20000000E+01
-1.20000000E+01 1.96291936E+00 1.20000000E+01
-1.20000000E+01 -9.83430929E-02 1.20000000E+01
-1.20000000E+01 -7.87490080E-01 1.20000000E+01
-1.20000000E+01 2.44545637E-01 1.20000000E+01
-1.20000000E+01 -5.76371838E-01 1.20000000E+01
-1.20000000E+01 3.44704915E-01 1.20000000E+01
-1.20000000E+01 1.23732493E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 9 
*************
          lb           xc           ub
2.00000000E-01 2.04344839E-01 1.00000000E+00
-1.00000000E-01 -8.31990369E-02 1.00000000E-01
-5.00000000E-01 -6.54309281E-02 5.00000000E-01
-5.00000000E-01 -1.74004432E-01 5.00000000E-01
-5.00000000E-01 1.15376481E-01 5.00000000E-01
-5.00000000E-01 -4.64891804E-01 5.00000000E-01
-1.20000000E+01 1.83035106E-05 1.20000000E+01
-1.20000000E+01 -2.62258019E-05 1.20000000E+01
-1.20000000E+01 -2.89412765E-06 1.20000000E+01
-1.20000000E+01 -3.15833400E-01 1.20000000E+01
-1.20000000E+01 1.68877873E+00 1.20000000E+01
-1.20000000E+01 5.70191884E-02 1.20000000E+01
-1.20000000E+01 -1.36146885E+00 1.20000000E+01
-1.20000000E+01 6.50412557E-02 1.20000000E+01
-1.20000000E+01 1.96104637E+00 1.20000000E+01
-1.20000000E+01 -9.84148468E-02 1.20000000E+01
-1.20000000E+01 -7.85696747E-01 1.20000000E+01
-1.20000000E+01 2.44920966E-01 1.20000000E+01
-1.20000000E+01 -5.72505147E-01 1.20000000E+01
-1.20000000E+01 3.44817280E-01 1.20000000E+01
-1.20000000E+01 1.23306940E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 10 
*************
          lb           xc           ub
2.00000000E-01 2.04540176E-01 1.00000000E+00
-1.00000000E-01 -8.32476745E-02 1.00000000E-01
-5.00000000E-01 -6.52572916E-02 5.00000000E-01
-5.00000000E-01 -1.74245385E-01 5.00000000E-01
-5.00000000E-01 1.14648684E-01 5.00000000E-01
-5.00000000E-01 -4.65006282E-01 5.00000000E-01
-1.20000000E+01 1.78493516E-05 1.20000000E+01
-1.20000000E+01 -2.10914469E-05 1.20000000E+01
-1.20000000E+01 -3.76495779E-06 1.20000000E+01
-1.20000000E+01 -3.16276822E-01 1.20000000E+01
-1.20000000E+01 1.69290110E+00 1.20000000E+01
-1.20000000E+01 5.69950705E-02 1.20000000E+01
-1.20000000E+01 -1.35993176E+00 1.20000000E+01
-1.20000000E+01 6.45913489E-02 1.20000000E+01
-1.20000000E+01 1.95914207E+00 1.20000000E+01
-1.20000000E+01 -9.84852764E-02 1.20000000E+01
-1.20000000E+01 -7.84006950E-01 1.20000000E+01
-1.20000000E+01 2.45282808E-01 1.20000000E+01
-1.20000000E+01 -5.68772171E-01 1.20000000E+01
-1.20000000E+01 3.44968972E-01 1.20000000E+01
-1.20000000E+01 1.22903706E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 11 
*************
          lb           xc           ub
2.00000000E-01 2.04709225E-01 1.00000000E+00
-1.00000000E-01 -8.33041094E-02 1.00000000E-01
-5.00000000E-01 -6.50909252E-02 5.00000000E-01
-5.00000000E-01 -1.74477319E-01 5.00000000E-01
-5.00000000E-01 1.13585272E-01 5.00000000E-01
-5.00000000E-01 -4.65150484E-01 5.00000000E-01
-1.20000000E+01 1.73436102E-05 1.20000000E+01
-1.20000000E+01 -1.57205921E-05 1.20000000E+01
-1.20000000E+01 -4.63862672E-06 1.20000000E+01
-1.20000000E+01 -3.16715801E-01 1.20000000E+01
-1.20000000E+01 1.69694696E+00 1.20000000E+01
-1.20000000E+01 5.69630822E-02 1.20000000E+01
-1.20000000E+01 -1.35838139E+00 1.20000000E+01
-1.20000000E+01 6.41748650E-02 1.20000000E+01
-1.20000000E+01 1.95722981E+00 1.20000000E+01
-1.20000000E+01 -9.85549805E-02 1.20000000E+01
-1.20000000E+01 -7.82421723E-01 1.20000000E+01
-1.20000000E+01 2.45634188E-01 1.20000000E+01
-1.20000000E+01 -5.65474574E-01 1.20000000E+01
-1.20000000E+01 3.45149233E-01 1.20000000E+01
-1.20000000E+01 1.22500029E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 12 
*************
          lb           xc           ub
2.00000000E-01 2.04891592E-01 1.00000000E+00
-1.00000000E-01 -8.33566584E-02 1.00000000E-01
-5.00000000E-01 -6.49298927E-02 5.00000000E-01
-5.00000000E-01 -1.74703266E-01 5.00000000E-01
-5.00000000E-01 1.12679923E-01 5.00000000E-01
-5.00000000E-01 -4.65308819E-01 5.00000000E-01
-1.20000000E+01 1.68398163E-05 1.20000000E+01
-1.20000000E+01 -1.04633173E-05 1.20000000E+01
-1.20000000E+01 -5.51886189E-06 1.20000000E+01
-1.20000000E+01 -3.17152813E-01 1.20000000E+01
-1.20000000E+01 1.70094964E+00 1.20000000E+01
-1.20000000E+01 5.69245241E-02 1.20000000E+01
-1.20000000E+01 -1.35682571E+00 1.20000000E+01
-1.20000000E+01 6.37794909E-02 1.20000000E+01
-1.20000000E+01 1.95531882E+00 1.20000000E+01
-1.20000000E+01 -9.86242832E-02 1.20000000E+01
-1.20000000E+01 -7.80879204E-01 1.20000000E+01
-1.20000000E+01 2.45980068E-01 1.20000000E+01
-1.20000000E+01 -5.62102354E-01 1.20000000E+01
-1.20000000E+01 3.45347868E-01 1.20000000E+01
-1.20000000E+01 1.22115741E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 13 
*************
          lb           xc           ub
2.00000000E-01 2.05047160E-01 1.00000000E+00
-1.00000000E-01 -8.34171378E-02 1.00000000E-01
-5.00000000E-01 -6.47718213E-02 5.00000000E-01
-5.00000000E-01 -1.74925627E-01 5.00000000E-01
-5.00000000E-01 1.11517836E-01 5.00000000E-01
-5.00000000E-01 -4.65482810E-01 5.00000000E-01
-1.20000000E+01 1.62688400E-05 1.20000000E+01
-1.20000000E+01 -4.96305259E-06 1.20000000E+01
-1.20000000E+01 -6.40476738E-06 1.20000000E+01
-1.20000000E+01 -3.17588713E-01 1.20000000E+01
-1.20000000E+01 1.70492835E+00 1.20000000E+01
-1.20000000E+01 5.68809236E-02 1.20000000E+01
-1.20000000E+01 -1.35527199E+00 1.20000000E+01
-1.20000000E+01 6.33977861E-02 1.20000000E+01
-1.20000000E+01 1.95341214E+00 1.20000000E+01
-1.20000000E+01 -9.86933622E-02 1.20000000E+01
-1.20000000E+01 -7.79394189E-01 1.20000000E+01
-1.20000000E+01 2.46321262E-01 1.20000000E+01
-1.20000000E+01 -5.59035695E-01 1.20000000E+01
-1.20000000E+01 3.45558754E-01 1.20000000E+01
-1.20000000E+01 1.21725417E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 14 
*************
          lb           xc           ub
2.00000000E-01 2.05216224E-01 1.00000000E+00
-1.00000000E-01 -8.34739511E-02 1.00000000E-01
-5.00000000E-01 -6.46151792E-02 5.00000000E-01
-5.00000000E-01 -1.75147093E-01 5.00000000E-01
-5.00000000E-01 1.10390792E-01 5.00000000E-01
-5.00000000E-01 -4.65658742E-01 5.00000000E-01
-1.20000000E+01 1.57135384E-05 1.20000000E+01
-1.20000000E+01 4.28003939E-07 1.20000000E+01
-1.20000000E+01 -7.29381574E-06 1.20000000E+01
-1.20000000E+01 -3.18026562E-01 1.20000000E+01
-1.20000000E+01 1.70891444E+00 1.20000000E+01
-1.20000000E+01 5.68337767E-02 1.20000000E+01
-1.20000000E+01 -1.35373241E+00 1.20000000E+01
-1.20000000E+01 6.30186714E-02 1.20000000E+01
-1.20000000E+01 1.95152040E+00 1.20000000E+01
-1.20000000E+01 -9.87626280E-02 1.20000000E+01
-1.20000000E+01 -7.77919973E-01 1.20000000E+01
-1.20000000E+01 2.46661959E-01 1.20000000E+01
-1.20000000E+01 -5.55943528E-01 1.20000000E+01
-1.20000000E+01 3.45773523E-01 1.20000000E+01
-1.20000000E+01 1.21341650E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 15 
*************
          lb           xc           ub
2.00000000E-01 2.05353994E-01 1.00000000E+00
-1.00000000E-01 -8.35386982E-02 1.00000000E-01
-5.00000000E-01 -6.44587634E-02 5.00000000E-01
-5.00000000E-01 -1.75368366E-01 5.00000000E-01
-5.00000000E-01 1.09261369E-01 5.00000000E-01
-5.00000000E-01 -4.65841171E-01 5.00000000E-01
-1.20000000E+01 1.51411875E-05 1.20000000E+01
-1.20000000E+01 6.03065009E-06 1.20000000E+01
-1.20000000E+01 -8.17168232E-06 1.20000000E+01
-1.20000000E+01 -3.18465065E-01 1.20000000E+01
-1.20000000E+01 1.71290852E+00 1.20000000E+01
-1.20000000E+01 5.67828800E-02 1.20000000E+01
-1.20000000E+01 -1.35219901E+00 1.20000000E+01
-1.20000000E+01 6.26413400E-02 1.20000000E+01
-1.20000000E+01 1.94963664E+00 1.20000000E+01
-1.20000000E+01 -9.88319833E-02 1.20000000E+01
-1.20000000E+01 -7.76455653E-01 1.20000000E+01
-1.20000000E+01 2.47002163E-01 1.20000000E+01
-1.20000000E+01 -5.52871491E-01 1.20000000E+01
-1.20000000E+01 3.45989593E-01 1.20000000E+01
-1.20000000E+01 1.20959340E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 16 
*************
          lb           xc           ub
2.00000000E-01 2.05505074E-01 1.00000000E+00
-1.00000000E-01 -8.35997664E-02 1.00000000E-01
-5.00000000E-01 -6.43022068E-02 5.00000000E-01
-5.00000000E-01 -1.75590251E-01 5.00000000E-01
-5.00000000E-01 1.08108714E-01 5.00000000E-01
-5.00000000E-01 -4.66021154E-01 5.00000000E-01
-1.20000000E+01 1.45514553E-05 1.20000000E+01
-1.20000000E+01 1.15529566E-05 1.20000000E+01
-1.20000000E+01 -9.06337851E-06 1.20000000E+01
-1.20000000E+01 -3.18906253E-01 1.20000000E+01
-1.20000000E+01 1.71692410E+00 1.20000000E+01
-1.20000000E+01 5.67297065E-02 1.20000000E+01
-1.20000000E+01 -1.35068040E+00 1.20000000E+01
-1.20000000E+01 6.22606982E-02 1.20000000E+01
-1.20000000E+01 1.94776379E+00 1.20000000E+01
-1.20000000E+01 -9.89015742E-02 1.20000000E+01
-1.20000000E+01 -7.74995630E-01 1.20000000E+01
-1.20000000E+01 2.47342982E-01 1.20000000E+01
-1.20000000E+01 -5.49838690E-01 1.20000000E+01
-1.20000000E+01 3.46204685E-01 1.20000000E+01
-1.20000000E+01 1.20574235E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 17 
*************
          lb           xc           ub
2.00000000E-01 2.05620461E-01 1.00000000E+00
-1.00000000E-01 -8.36684828E-02 1.00000000E-01
-5.00000000E-01 -6.41446716E-02 5.00000000E-01
-5.00000000E-01 -1.75812443E-01 5.00000000E-01
-5.00000000E-01 1.07196805E-01 5.00000000E-01
-5.00000000E-01 -4.66204008E-01 5.00000000E-01
-1.20000000E+01 1.40250565E-05 1.20000000E+01
-1.20000000E+01 1.72151933E-05 1.20000000E+01
-1.20000000E+01 -9.91797818E-06 1.20000000E+01
-1.20000000E+01 -3.19347141E-01 1.20000000E+01
-1.20000000E+01 1.72095055E+00 1.20000000E+01
-1.20000000E+01 5.66727969E-02 1.20000000E+01
-1.20000000E+01 -1.34915413E+00 1.20000000E+01
-1.20000000E+01 6.18795946E-02 1.20000000E+01
-1.20000000E+01 1.94588478E+00 1.20000000E+01
-1.20000000E+01 -9.89710733E-02 1.20000000E+01
-1.20000000E+01 -7.73512938E-01 1.20000000E+01
-1.20000000E+01 2.47684524E-01 1.20000000E+01
-1.20000000E+01 -5.46567118E-01 1.20000000E+01
-1.20000000E+01 3.46417210E-01 1.20000000E+01
-1.20000000E+01 1.20200929E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 18 
*************
          lb           xc           ub
2.00000000E-01 2.05746052E-01 1.00000000E+00
-1.00000000E-01 -8.37333010E-02 1.00000000E-01
-5.00000000E-01 -6.39862892E-02 5.00000000E-01
-5.00000000E-01 -1.76035135E-01 5.00000000E-01
-5.00000000E-01 1.06073846E-01 5.00000000E-01
-5.00000000E-01 -4.66382882E-01 5.00000000E-01
-1.20000000E+01 1.34492176E-05 1.20000000E+01
-1.20000000E+01 2.28345002E-05 1.20000000E+01
-1.20000000E+01 -1.07968923E-05 1.20000000E+01
-1.20000000E+01 -3.19789619E-01 1.20000000E+01
-1.20000000E+01 1.72499617E+00 1.20000000E+01
-1.20000000E+01 5.66138018E-02 1.20000000E+01
-1.20000000E+01 -1.34763051E+00 1.20000000E+01
-1.20000000E+01 6.14948631E-02 1.20000000E+01
-1.20000000E+01 1.94399987E+00 1.20000000E+01
-1.20000000E+01 -9.90405181E-02 1.20000000E+01
-1.20000000E+01 -7.72034036E-01 1.20000000E+01
-1.20000000E+01 2.48026081E-01 1.20000000E+01
-1.20000000E+01 -5.43478638E-01 1.20000000E+01
-1.20000000E+01 3.46627654E-01 1.20000000E+01
-1.20000000E+01 1.19816182E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 19 
*************
          lb           xc           ub
2.00000000E-01 2.05832573E-01 1.00000000E+00
-1.00000000E-01 -8.38052815E-02 1.00000000E-01
-5.00000000E-01 -6.38244380E-02 5.00000000E-01
-5.00000000E-01 -1.76259142E-01 5.00000000E-01
-5.00000000E-01 1.05459570E-01 5.00000000E-01
-5.00000000E-01 -4.66557873E-01 5.00000000E-01
-1.20000000E+01 1.29964597E-05 1.20000000E+01
-1.20000000E+01 2.85334935E-05 1.20000000E+01
-1.20000000E+01 -1.16184978E-05 1.20000000E+01
-1.20000000E+01 -3.20230293E-01 1.20000000E+01
-1.20000000E+01 1.72906107E+00 1.20000000E+01
-1.20000000E+01 5.65512023E-02 1.20000000E+01
-1.20000000E+01 -1.34607677E+00 1.20000000E+01
-1.20000000E+01 6.11047977E-02 1.20000000E+01
-1.20000000E+01 1.94208116E+00 1.20000000E+01
-1.20000000E+01 -9.91095030E-02 1.20000000E+01
-1.20000000E+01 -7.70492569E-01 1.20000000E+01
-1.20000000E+01 2.48369831E-01 1.20000000E+01
-1.20000000E+01 -5.39853227E-01 1.20000000E+01
-1.20000000E+01 3.46828871E-01 1.20000000E+01
-1.20000000E+01 1.19448556E+00 1.20000000E+01
*************
Phase: 1 	Variable: dQe 	Node: 20 
*************
          lb           xc           ub
2.00000000E-01 2.05925224E-01 1.00000000E+00
-1.00000000E-01 -8.38729477E-02 1.00000000E-01
-5.00000000E-01 -6.36610552E-02 5.00000000E-01
-5.00000000E-01 -1.76482665E-01 5.00000000E-01
-5.00000000E-01 1.04687025E-01 5.00000000E-01
-5.00000000E-01 -4.66727697E-01 5.00000000E-01
-1.20000000E+01 1.23297638E-05 1.20000000E+01
-1.20000000E+01 3.43038871E-05 1.20000000E+01
-1.20000000E+01 -1.25138435E-05 1.20000000E+01
-1.20000000E+01 -3.20671738E-01 1.20000000E+01
-1.20000000E+01 1.73317417E+00 1.20000000E+01
-1.20000000E+01 5.64776684E-02 1.20000000E+01
-1.20000000E+01 -1.34451136E+00 1.20000000E+01
-1.20000000E+01 6.07144246E-02 1.20000000E+01
-1.20000000E+01 1.94012209E+00 1.20000000E+01
-1.20000000E+01 -9.91777797E-02 1.20000000E+01
-1.20000000E+01 -7.68968253E-01 1.20000000E+01
-1.20000000E+01 2.48711603E-01 1.20000000E+01
-1.20000000E+01 -5.36002453E-01 1.20000000E+01
-1.20000000E+01 3.47028878E-01 1.20000000E+01
-1.20000000E+01 1.19049466E+00 1.20000000E+01
*************
